,name,rank,year,company.founded,company.name,company.relationship,company.sector,company.type,demographics.age,demographics.gender,location.citizenship,location.country code,location.gdp,location.region,wealth.type,wealth.worth in billions,wealth.how.category,wealth.how.from emerging,wealth.how.industry,wealth.how.inherited,wealth.how.was founder,wealth.how.was political
494,Kazuo Matsuda,165,1996,1963,Nichiei,founder,small-company lending,new,0,male,Japan,JPN,4710000000000.0,East Asia,self-made finance,2.2,Financial,True,Money Management,not inherited,True,True
495,Margarita Louis-Dreyfus,165,2014,1851,Louis-Dreyfus Goup,relation,"commodities (wheat, oil, shipping)",new,50,female,Switzerland,CHE,0.0,Europe,inherited,8.1,Resource Related,True,Mining and metals,spouse/widow,True,True
496,Lucio Tan,166,1996,1982,Asia Brewery,founder,beverages,new,61,male,Philippines,PHL,82848194406.0,East Asia,self-made finance,2.2,Financial,True,Money Management,not inherited,True,True
497,Pierre Castel,166,2014,1949,Goupe Castel,founder,beverages,new,87,male,France,FRA,0.0,Europe,founder non-finance,8.0,Traded Sectors,True,Consumer,not inherited,True,True
498,Philip Anschutz,167,1996,1961,Circle A Drilling,investor,"oil, railroad, investments",aquired,56,male,United States,USA,8100000000000.0,North America,self-made finance,2.2,Financial,True,Money Management,not inherited,True,True
499,Aloysio de Andrade Faria,167,2001,1925,Banco Real,relation,finance,new,80,male,Brazil,BRA,560000000000.0,Latin America,inherited,2.8,Financial,True,Money Management,father,True,True
500,Charles Dolan,167,2001,1972,Cablevision and HBO,founder,communication,new,74,male,United States,USA,10600000000000.0,North America,founder non-finance,2.8,Non-Traded Sectors,True,Media,not inherited,True,True
501,Jack Taylor,167,2001,1957,Enterprise,founder,rental cars,new,0,male,United States,USA,10600000000000.0,North America,founder non-finance,2.8,Non-Traded Sectors,True,"Retail, Restaurant",not inherited,True,True
502,John Sall,167,2001,1976,SAS institute,founder,software,new,54,male,United States,USA,10600000000000.0,North America,founder non-finance,2.8,New Sectors,True,Technology-Computer,not inherited,True,True
503,Klaus Jacobs,167,2001,1895,Jacobs Suchard AG,relation,chocolate and coffee,new,0,male,Switzerland,CHE,279000000000.0,Europe,inherited,2.8,Traded Sectors,True,Consumer,3rd generation,True,True
504,Steven Udvar-Hazy,167,2001,1973,International Lease Finance Corporation,founder,aircraft leasing,new,55,male,United States,USA,10600000000000.0,North America,founder non-finance,2.8,0,True,Other,not inherited,True,True
505,Yoshiaki Tsutsumi,167,2001,1894,Seibu Corporation,relation,real estate,aquired,66,male,Japan,JPN,4160000000000.0,East Asia,inherited,2.8,Financial,True,Real Estate,father,True,True
506,Emmanuel Besnier,167,2014,1933,Lactalis,relation,cheese,new,43,male,France,FRA,0.0,Europe,inherited,7.9,Traded Sectors,True,Consumer,father,True,True
507,Marvin Davis,168,1996,1945,Davis Petroleum,relation,raw materials,new,70,male,United States,USA,8100000000000.0,North America,inherited,2.2,Resource Related,True,Energy,father,True,True
508,Blair Parry-Okeden,168,2014,1898,Cox Enterprises,relation,communication,aquired,63,female,United States,USA,0.0,North America,inherited,7.7,Non-Traded Sectors,True,Media,3rd generation,True,True
509,David Duffield,168,2014,1987,PeopleSoft,founder,software,new,73,male,United States,USA,0.0,North America,founder non-finance,7.7,New Sectors,True,Technology-Computer,not inherited,True,True
510,Jean-Claude Decaux,168,2014,1964,JCDecaux,founder,communication,new,76,male,France,FRA,0.0,Europe,founder non-finance,7.7,Non-Traded Sectors,True,Media,not inherited,True,True
511,Jim Kennedy,168,2014,1898,Cox Enterprises,relation,communication,aquired,66,male,United States,USA,0.0,North America,inherited,7.7,Non-Traded Sectors,True,Media,3rd generation,True,True
512,Reinhold Wuerth,168,2014,1945,Adolf Wurth Group,relation,screws,new,78,male,Germany,DEU,0.0,Europe,executive,7.7,Traded Sectors,True,Non-consumer industrial,not inherited,True,True
513,Lee Bass,169,1996,1919,Sid Richardson Gasoline Co,relation,raw materials,new,39,male,United States,USA,8100000000000.0,North America,inherited,2.2,Resource Related,True,Energy,father,True,True
514,Roberto Marinho,170,1996,1925,Globo Organizations,relation,communication,new,0,male,Brazil,BRA,854000000000.0,Latin America,inherited,2.1,Non-Traded Sectors,True,Media,father,True,True
515,Philippe Bouriez,171,1996,1975,Cora,founder,retail,new,0,male,France,FRA,1610000000000.0,Europe,founder non-finance,2.1,Non-Traded Sectors,True,"Retail, Restaurant",not inherited,True,True
516,Stefan Schoerghuber,172,1996,1954,Schorghuber Group,relation,real estate,new,34,male,Germany,DEU,2500000000000.0,Europe,inherited,2.1,Financial,True,Real Estate,father,True,True
517,Anneliese Brost,173,1996,1948,Westdeutsche Allgemeine Zeitung,founder,communication,new,75,female,Germany,DEU,2500000000000.0,Europe,founder non-finance,2.1,Non-Traded Sectors,True,Media,not inherited,True,True
518,Jacques Servier,173,2014,1954,Laboratories Servier,founder,medicals,new,92,male,France,FRA,0.0,Europe,founder non-finance,7.6,New Sectors,True,Technology-Medical,not inherited,True,True
519,Johann Rupert,173,2014,1940,Rembrandt Group,relation,tobacco/luxury brands,new,63,male,South Africa,ZAF,0.0,Sub-Saharan Africa,inherited,7.6,Traded Sectors,True,Consumer,father,True,True
520,R Budi Hartono,173,2014,1951,Djarum,relation,tobacco,new,73,male,Indonesia,IDN,0.0,East Asia,self-made finance,7.6,Financial,True,Money Management,not inherited,True,True
521,Tsai Wan-Tsai,173,2014,1961,Fubon Financial holding Company,founder,finance,new,84,male,Taiwan,Taiwan,0.0,East Asia,self-made finance,7.6,Financial,True,Money Management,not inherited,True,True
522,Funke family,174,1996,0,,,,,0,,Germany,DEU,2500000000000.0,Europe,,2.1,Non-Traded Sectors,True,Media,not inherited,True,True
523,Bruno Schroder,174,2001,1800,Schroders,relation,finance,new,68,male,United Kingdom,GBR,1530000000000.0,Europe,inherited,2.7,Financial,True,Money Management,4th generation,True,True
524,Cheng Yu-tung,174,2001,1929,Chow Tai Fook Enterprises,relation,real estate,new,75,male,Hong Kong,HKG,169000000000.0,East Asia,inherited,2.7,Financial,True,Real Estate,father,True,True
525,Jeffrey Skoll,174,2001,1995,Ebay,president,retail,new,36,male,Canada,CAN,733000000000.0,North America,executive,2.7,New Sectors,True,Technology-Computer,not inherited,True,True
526,Samuel LeFrak,174,2001,1905,LeFrack ,relation,real estate,new,0,male,United States,USA,10600000000000.0,North America,inherited,2.7,Financial,True,Real Estate,3rd generation,True,True
527,Wang Yue-che,174,2001,1954,Formosa Plastics,founder,raw materials,new,84,male,Taiwan,Taiwan,0.0,East Asia,founder non-finance,2.7,Traded Sectors,True,Consumer,not inherited,True,True
528,Kumar Birla,175,1996,1857,Aditya Birla Group,relation,cement,new,28,male,India,IND,400000000000.0,South Asia,inherited,2.1,Resource Related,True,Mining and metals,4th generation,True,True
529,Masahiro Ohga,176,1996,0,,,,,0,male,Japan,JPN,4710000000000.0,East Asia,,2.1,Non-Traded Sectors,True,Media,not inherited,True,True
530,Ryoichi Jinnai,177,1996,1962,Promise Consumer Finance,founder,finance,new,69,male,Japan,JPN,4710000000000.0,East Asia,self-made finance,2.1,Financial,True,Money Management,not inherited,True,True
531,Charles Johnson,177,2014,1947,Franklin Resources,relation,finance,new,81,male,United States,USA,0.0,North America,inherited,7.5,Financial,True,Money Management,father,True,True
532,James Goodnight,177,2014,1976,SAS institute,founder,software,new,71,male,United States,USA,0.0,North America,founder non-finance,7.5,New Sectors,True,Technology-Computer,not inherited,True,True
533,John Malone,177,2014,1968,Tele-Communications Inc,CEO,communication,merger,72,male,United States,USA,0.0,North America,executive,7.5,Non-Traded Sectors,True,Media,not inherited,True,True
534,"John Menard, Jr.",177,2014,1972,Menards,founder,hardware stores,new,74,male,United States,USA,0.0,North America,founder non-finance,7.5,Non-Traded Sectors,True,"Retail, Restaurant",not inherited,True,True
535,Klaus Tschira,177,2014,1972,SAP AG,founder,software,new,73,male,Germany,DEU,0.0,Europe,founder non-finance,7.5,New Sectors,True,Technology-Computer,not inherited,True,True
536,Leonard Lauder,177,2014,1946,Est?Lauder,relation,makeup,new,80,male,United States,USA,0.0,North America,inherited,7.5,Traded Sectors,True,Consumer,father,True,True
537,Lee Seng Wee,178,1996,1919,Oversea-Chinese Banking Corporation,chairman,finance,new,71,male,Singapore,SGP,96400967339.0,East Asia,inherited,2.1,Financial,True,Money Management,father,True,True
538,Jeffrey Koo Sr,179,1996,1930,Koos Group,relation,,new,0,male,Taiwan,Taiwan,0.0,East Asia,inherited,2.1,Financial,True,Money Management,3rd generation,True,True
539,Den Fujita,179,2001,1971,McDonald's Japan,founder,service,franchise,75,male,Japan,JPN,4160000000000.0,East Asia,founder non-finance,2.6,Non-Traded Sectors,True,"Retail, Restaurant",not inherited,True,True
540,Klaus Tschira,179,2001,1972,SAP AG,founder,software,new,60,male,Germany,DEU,1950000000000.0,Europe,founder non-finance,2.6,New Sectors,True,Technology-Computer,not inherited,True,True
541,Thomas Schmidheiny,179,2001,1912,Holcim,relation,cement,new,55,male,Switzerland,CHE,279000000000.0,Europe,inherited,2.6,Non-Traded Sectors,True,Constrution,4th generation,True,True
542,Thaksin Shinawatra,180,1996,1986,Advanced Info Service,founder,communication,new,0,male,Thailand,THA,182000000000.0,East Asia,privatized and resources,2.1,Financial,True,Real Estate,not inherited,True,True
543,Leonard Lauder,181,1996,1946,Est?Lauder,relation,makeup,new,62,male,United States,USA,8100000000000.0,North America,inherited,2.1,Traded Sectors,True,Consumer,father,True,True
544,Ronald Lauder,182,1996,1946,Est?Lauder,relation,makeup,new,59,male,United States,USA,8100000000000.0,North America,inherited,2.1,Traded Sectors,True,Consumer,father,True,True
545,Alan Gerry,182,2001,1956,Cablevision Industries,founder,communication,new,71,male,United States,USA,10600000000000.0,North America,founder non-finance,2.5,Non-Traded Sectors,True,Media,not inherited,True,True
546,Bernard Ecclestone,182,2001,1974,Formula One Group,investor and  CEO,racing,aquired,70,male,United Kingdom,GBR,1530000000000.0,Europe,executive,2.5,0,True,Other,not inherited,True,True
547,David Rockefeller,182,2001,1870,Standard Oil,relation,raw materials,new,85,male,United States,USA,10600000000000.0,North America,inherited,2.5,Resource Related,True,Energy,3rd generation,True,True
548,Eugenio Garza Lagnera,182,2001,1890,Femsa,relation,beverages,new,0,male,Mexico,MEX,725000000000.0,Latin America,inherited,2.5,0,True,0,3rd generation,True,True
549,Joan Kroc,182,2001,1940,McDonald's,relation,service,new,0,female,United States,USA,10600000000000.0,North America,inherited,2.5,Non-Traded Sectors,True,"Retail, Restaurant",spouse/widow,True,True
550,John Malone,182,2001,1968,Tele-Communications Inc,CEO,communication,merger,60,male,United States,USA,10600000000000.0,North America,executive,2.5,Non-Traded Sectors,True,Media,not inherited,True,True
551,Kerry Packer,182,2001,1936,Consolidated Press Holdings Limited,relation,communication,aquired,63,male,Australia,AUS,379000000000.0,North America,inherited,2.5,Non-Traded Sectors,True,Media,3rd generation,True,True
552,Michael and Rainer Schmidt-Ruthenbeck,182,2001,1923,Metro AG,relation,retail,new,0,male,Germany,DEU,1950000000000.0,Europe,inherited,2.5,Non-Traded Sectors,True,"Retail, Restaurant",3rd generation,True,True
553,Mustafa Rahmi Koc,182,2001,1926,Koc Holding,relation,"energy, retail, manufacturing",new,70,male,Turkey,TUR,196000000000.0,Middle East/North Africa,inherited,2.5,Financial,True,Money Management,3rd generation,True,True
554,Otto Beisheim,182,2001,1963,Metro AG,founder,service,new,77,male,Germany,DEU,1950000000000.0,Europe,founder non-finance,2.5,Non-Traded Sectors,True,"Retail, Restaurant",not inherited,True,True
555,Robert Rowling,182,2001,1980,Tana Exploration Company,relation,raw materials,new,47,male,United States,USA,10600000000000.0,North America,self-made finance,2.5,Financial,True,Money Management,not inherited,True,True
556,Takemitsu Takizaki,182,2001,1974,Keyence,founder,software,new,55,male,Japan,JPN,4160000000000.0,East Asia,founder non-finance,2.5,New Sectors,True,Technology-Computer,not inherited,True,True
557,Ted Turner,183,1996,1970,CNN,founder,communication,aquired,57,male,United States,USA,8100000000000.0,North America,founder non-finance,2.1,Non-Traded Sectors,True,Media,not inherited,True,True
558,Vincent Bollore,183,2014,1822,Bollore,relation,paper manufacturing/investment,new,61,male,France,FRA,0.0,Europe,inherited,7.4,Financial,True,Diversified financial,3rd generation,True,True
559,Michel Fribourg,184,1996,1813,Continental Grain Company,relation,comodities,new,0,male,United States,USA,8100000000000.0,North America,inherited,2.1,Traded Sectors,True,Consumer,3rd generation,True,True
560,Jim Pattison,184,2014,1961,Jim Pattison Group,founder CEO owner,autos,new,85,male,Canada,CAN,0.0,North America,self-made finance,7.3,Financial,True,Diversified financial,not inherited,True,True
561,Michael Hartono,184,2014,1951,Djarum,relation,tobacco,new,74,male,Indonesia,IDN,0.0,East Asia,executive,7.3,Traded Sectors,True,Consumer,not inherited,True,True
562,Roberto Rocca,185,1996,1945,Techint,Chairman and Chief Executive Officer,raw materials,new,0,male,Argentina,ARG,272000000000.0,Latin America,self-made finance,2.0,Financial,True,Diversified financial,not inherited,True,True
563,Dirce Navarro Camargo,186,1996,1939,Camargo Correa Group,relation,construction,new,0,female,Brazil,BRA,854000000000.0,Latin America,inherited,2.0,Non-Traded Sectors,True,Constrution,not inherited,True,True
564,Augusto & Giorgio Perfetti,186,2014,1946,Perfetti Van Melle,relation,candy,new,0,male,Italy,ITA,0.0,Europe,inherited,7.2,Traded Sectors,True,Consumer,father,True,True
565,Heinz Hermann Thiele,186,2014,1905,Knorr-Bremse AG,Chairman/shareholder,brake systems,new,72,male,Germany,DEU,0.0,Europe,executive,7.2,Traded Sectors,True,Consumer,not inherited,True,True
566,Johann Graf,186,2014,1980,Novomatic Automatenhandels AG,founder,entertainment,new,67,male,Austria,AUT,0.0,Europe,founder non-finance,7.2,Non-Traded Sectors,True,"Retail, Restaurant",not inherited,True,True
567,Peter Woo,186,2014,1955,Worldwide Shipping Group,relation,real estate,new,68,male,Hong Kong,HKG,0.0,East Asia,inherited,7.2,Financial,True,Real Estate,father,True,True
568,Alain Wertheimer,187,1996,1909,Chanel,relation,luxury goods,new,0,male,France,FRA,1610000000000.0,Europe,inherited,2.0,Traded Sectors,True,Consumer,3rd generation,True,True
569,Jacques Servier,188,1996,1954,Laboratories Servier,founder,medicals,new,0,male,France,FRA,1610000000000.0,Europe,self-made finance,2.0,Financial,True,Diversified financial,not inherited,True,True
570,Verspieren family,189,1996,1880,Verspieren,,insurance,new,0,,France,FRA,1610000000000.0,Europe,inherited,2.0,Traded Sectors,True,Non-consumer industrial,5th generation or longer,True,True
571,Alfred von Oppenheim,190,1996,1789,?Sal. Oppenheim,relation,finance,new,0,male,Germany,DEU,2500000000000.0,Europe,inherited,2.0,Financial,True,Money Management,4th generation,True,True
572,He Xiangjian,190,2014,1968,Midea,founder,appliances,new,71,male,China,CHN,0.0,East Asia,founder non-finance,7.1,Traded Sectors,True,Consumer,not inherited,True,True
573,Peter Woo,191,1996,1955,Worldwide Shipping Group,relation,real estate,new,50,male,Hong Kong,HKG,160000000000.0,East Asia,inherited,2.0,Financial,True,Real Estate,father,True,True
574,Dietmar Hopp,191,2014,1972,SAP AG,founder,software,new,73,male,Germany,DEU,0.0,Europe,founder non-finance,7.0,New Sectors,True,Technology-Computer,not inherited,True,True
575,Eyal Ofer,191,2014,1950,Zodiac Maritime Agencies,relation,service,new,63,male,Israel,ISR,0.0,Middle East/North Africa,inherited,7.0,Financial,True,Real Estate,father,True,True
576,Graeme Hart,191,2014,1987,Rank Group,founder,finance,new,58,male,New Zealand,NZL,0.0,North America,self-made finance,7.0,Financial,True,Diversified financial,not inherited,True,True
577,Kumar Birla,191,2014,1857,Aditya Birla Group,relation,cement,new,46,male,India,IND,0.0,South Asia,inherited,7.0,Resource Related,True,Mining and metals,4th generation,True,True
578,Ralph Lauren,191,2014,1967,Ralph Lauren,founder,clothing,new,74,male,United States,USA,0.0,North America,founder non-finance,7.0,Traded Sectors,True,Consumer,not inherited,True,True
579,Djuhar Sutanto,192,1996,1952,Salim Group,founder,consumer goods,new,0,male,Indonesia,IDN,227000000000.0,East Asia,self-made finance,2.0,Financial,True,Diversified financial,not inherited,True,True
580,Theodore Arison,193,1996,1972,Carnival Corporation,relation,finance,new,0,female,Israel,ISR,109000000000.0,Middle East/North Africa,inherited,2.0,Non-Traded Sectors,True,"Retail, Restaurant",father,True,True
581,Luciano Benetton,194,1996,1965,Benetton Group,founder,fashion,new,60,male,Italy,ITA,1310000000000.0,Europe,founder non-finance,2.0,Traded Sectors,True,Consumer,not inherited,True,True
582,Henry Nicholas,194,2001,1991,Broadcom Corporation,founder,semiconductors,new,39,male,United States,USA,10600000000000.0,North America,founder non-finance,2.4,New Sectors,True,Technology-Computer,not inherited,True,True
583,Laurence Tisch,194,2001,1946,Loews Corporation,founder,retail,new,0,male,United States,USA,10600000000000.0,North America,founder non-finance,2.4,Traded Sectors,True,Consumer,not inherited,True,True
584,Leonard Stern,194,2001,1932,Hartz Group,relation,"pet supplies, real estate",new,62,male,United States,USA,10600000000000.0,North America,inherited,2.4,Financial,True,Real Estate,father,True,True
585,Mikhail Khodorkovsky,194,2001,1993,Yukos,Chairman and Chief Executive Officer,raw materials,privatization,37,male,Russia,RUS,307000000000.0,Europe,privatized and resources,2.4,Resource Related,True,Energy,not inherited,True,True
586,Emilio Azcarraga Jean,195,1996,1955,Grupo Televisa,relation,communication,new,28,male,Mexico,MEX,397000000000.0,Latin America,inherited,2.0,Non-Traded Sectors,True,Media,father,True,True
587,John Gokongwei,196,1996,1957,JG Summit Holdings,founder,manufacturing,new,0,male,Philippines,PHL,82848194406.0,East Asia,self-made finance,2.0,Financial,True,Diversified financial,not inherited,True,True
588,Charles Cadogan,196,2014,1712,Cadogan Estates,relation,real estate,new,76,male,United Kingdom,GBR,0.0,Europe,inherited,6.9,Financial,True,Real Estate,5th generation or longer,True,True
589,Eli Broad,196,2014,1957,"Kaufman and Broad, SunAmerica",founder,construction/insurance,new/aquired,80,male,United States,USA,0.0,North America,self-made finance,6.9,Financial,True,Diversified financial,not inherited,True,True
590,Richard DeVos,196,2014,1959,Amway,founder,consumer goods,new,88,male,United States,USA,0.0,North America,founder non-finance,6.9,Traded Sectors,True,Consumer,not inherited,True,True
591,Suleiman Kerimov,196,2014,1989,Gazprom,investor,raw materials,state owned enterprise,47,male,Russia,RUS,0.0,Europe,privatized and resources,6.9,Financial,True,Diversified financial,not inherited,True,True
592,Wei Jianjun,196,2014,1984,Great Wall Motors,chairman,autos,privatization,50,male,China,CHN,0.0,East Asia,privatized and resources,6.9,Traded Sectors,True,Consumer,not inherited,True,True
593,Yang Huiyan,196,2014,1997,Country Garden Holdings,relation,property development,new,32,female,China,CHN,0.0,East Asia,inherited,6.9,Financial,True,Real Estate,father,True,True
594,Henry Sy,197,1996,1960,SM Malls,founder,retail,new,71,male,Philippines,PHL,82848194406.0,East Asia,founder non-finance,2.0,Non-Traded Sectors,True,"Retail, Restaurant",not inherited,True,True
595,Manuel Villar,198,1996,1975,C&P Homes,founder,real estate,new,0,male,Philippines,PHL,82848194406.0,East Asia,self-made finance,2.0,Financial,True,Real Estate,not inherited,True,True
596,George Kaiser,198,2001,1940,Kaiser-Francis Oil Company,relation,raw materials,new,58,male,United States,USA,10600000000000.0,North America,inherited,2.3,Resource Related,True,Energy,father,True,True
597,Gordon Getty,198,2001,1904,Getty ,relation,raw materials,new,60,male,United States,USA,10600000000000.0,North America,inherited,2.3,Resource Related,True,Energy,father,True,True
598,Henry Samueli,198,2001,1991,Broadcom Corporation,founder,semiconductors,new,46,male,United States,USA,10600000000000.0,North America,founder non-finance,2.3,New Sectors,True,Technology-Computer,not inherited,True,True
599,Martin Bouygues,198,2001,1952,Bouygues S.A.,relation,construction,new,49,male,France,FRA,1380000000000.0,Europe,inherited,2.3,Non-Traded Sectors,True,Media,father,True,True
600,Ralph Lauren,198,2001,1967,Ralph Lauren,founder,clothing,new,62,male,United States,USA,10600000000000.0,North America,founder non-finance,2.3,Traded Sectors,True,Consumer,not inherited,True,True
601,Ray Hunt,198,2001,1934,Hunt Oil. Co,relation,raw materials,new,58,male,United States,USA,10600000000000.0,North America,inherited,2.3,Resource Related,True,Energy,father,True,True
602,Richard Schulze,198,2001,1966,Best Buy,founder,retail,new,60,male,United States,USA,10600000000000.0,North America,founder non-finance,2.3,Non-Traded Sectors,True,"Retail, Restaurant",not inherited,True,True
603,Robert Bosch Jr,198,2001,1886,Robert Bosch GmbH,relation,auto engines,new,73,male,Germany,DEU,1950000000000.0,Europe,inherited,2.3,Traded Sectors,True,Consumer,father,True,True
604,Susan Thompson Buffett,198,2001,1962,Berkshire Hathaway,relation,finance,new,68,female,United States,USA,10600000000000.0,North America,inherited,2.3,Traded Sectors,True,Consumer,spouse/widow,True,True
605,Terry Gou,198,2001,1974,Foxconn,founder,software,new,0,male,Taiwan,Taiwan,0.0,East Asia,founder non-finance,2.3,New Sectors,True,Technology-Computer,not inherited,True,True
606,William Davidson,198,2001,1932,Guardian Industries,relation,glass,new,78,male,United States,USA,10600000000000.0,North America,executive,2.3,Traded Sectors,True,Non-consumer industrial,not inherited,True,True
607,Emilio Botin,199,1996,1857,Grupo Santander,relation,finance,new,61,male,Spain,ESP,641000000000.0,Europe,inherited,2.0,Financial,True,Money Management,father,True,True
608,Thomas Schmidheiny,200,1996,1912,Holcim,relation,cement,new,50,male,Switzerland,CHE,330000000000.0,Europe,inherited,2.0,Non-Traded Sectors,True,Constrution,4th generation,True,True
609,George Lucas,201,1996,1971,Lucasfilm,founder,Star Wars,new,51,male,United States,USA,8100000000000.0,North America,founder non-finance,2.0,Non-Traded Sectors,True,Media,not inherited,True,True
610,Charles Koch,202,1996,1940,Koch industries,relation,  Oil refining,new,60,male,United States,USA,8100000000000.0,North America,inherited,2.0,Resource Related,True,Energy,father,True,True
611,Chung Mong-Koo,202,2014,1967,Hyundai,relation,cars,new,75,male,South Korea,KOR,0.0,East Asia,inherited,6.8,Traded Sectors,True,Consumer,father,True,True
612,Dustin Moskovitz,202,2014,2004,Facebook,founder,communication,new,29,male,United States,USA,0.0,North America,founder non-finance,6.8,New Sectors,True,Technology-Computer,not inherited,True,True
613,Jan Koum,202,2014,2009,WhatsApp,founder,communication,new,38,male,United States,USA,0.0,North America,founder non-finance,6.8,New Sectors,True,Technology-Computer,not inherited,True,True
614,David Koch,203,1996,1940,Koch industries,relation, Oil refining,new,55,male,United States,USA,8100000000000.0,North America,inherited,2.0,Resource Related,True,Energy,father,True,True
615,Lester Crown,204,1996,1919,General Dynamics,relation,aerospace and defense,new,70,male,United States,USA,8100000000000.0,North America,inherited,2.0,Financial,True,Money Management,father,True,True
616,Donald Bren,205,1996,1864,Irvine Company,owner,real estate,aquired,63,male,United States,USA,8100000000000.0,North America,self-made finance,2.0,Financial,True,Real Estate,not inherited,True,True
617,Nassef Sawiris,205,2014,1950,Orascom,relation,construction,new,53,male,Egypt,FIN,0.0,Europe,inherited,6.7,Non-Traded Sectors,True,Constrution,father,True,True
618,Nicky Oppenheimer,205,2014,1888,De Beers,relation,diamonds,new ,68,male,South Africa,ZAF,0.0,Sub-Saharan Africa,inherited,6.7,Resource Related,True,Mining and metals,3rd generation,True,True
619,Martha Ingram,206,1996,1946,Ingram Industries,relation,transportation,new,60,female,United States,USA,8100000000000.0,North America,inherited,2.0,Non-Traded Sectors,True,"Retail, Restaurant",spouse/widow,True,True
620,James Goodnight,207,1996,1976,SAS institute,founder,software,new,53,male,United States,USA,8100000000000.0,North America,founder non-finance,2.0,New Sectors,True,Technology-Computer,not inherited,True,True
621,Takemitsu Takizaki,207,2014,1974,Keyence,founder,software,new,68,male,Japan,JPN,0.0,East Asia,founder non-finance,6.6,New Sectors,True,Technology-Computer,not inherited,True,True
622,Ray Hunt,208,1996,1934,Hunt Oil. Co,relation,raw materials,new,53,male,United States,USA,8100000000000.0,North America,inherited,2.0,Resource Related,True,Energy,father,True,True
623,James Packer,208,2014,1936,Consolidated Press Holdings Limited,relation,communication,aquired,46,male,Australia,AUS,0.0,North America,inherited,6.5,Financial,True,Real Estate,3rd generation,True,True
624,Leonid Fedun,208,2014,1990,Lukoil,Vice President,raw materials,new,57,male,Russia,RUS,0.0,Europe,privatized and resources,6.5,Resource Related,True,Energy,not inherited,True,True
625,Micky Arison,208,2014,1972,Carnival Corporation,relation,cruises,new,64,male,United States,USA,0.0,North America,inherited,6.5,Non-Traded Sectors,True,"Retail, Restaurant",father,True,True
626,Oleg Deripaska,208,2014,1994,SibAl,founder,raw materials,new,46,male,Russia,RUS,0.0,Europe,privatized and resources,6.5,Resource Related,True,Mining and metals,not inherited,True,True
627,Laurence Tisch,209,1996,1946,Loews Corporation,founder,retail,new,0,male,United States,USA,8100000000000.0,North America,founder non-finance,2.0,Traded Sectors,True,Consumer,not inherited,True,True
628,Barbara Piasecka Johnson,209,2001,1886,Johnson & Johnson,relation,medicals,new,64,female,United States,USA,10600000000000.0,North America,inherited,2.2,New Sectors,True,Technology-Medical,spouse/widow,True,True
629,Bernard Sherman,209,2001,1959,Empire Laboratories,relation,medicals,new,59,male,Canada,CAN,733000000000.0,North America,inherited,2.2,New Sectors,True,Technology-Medical,father,True,True
630,David Duffield,209,2001,1987,PeopleSoft,founder,software,new,60,male,United States,USA,10600000000000.0,North America,founder non-finance,2.2,New Sectors,True,Technology-Computer,not inherited,True,True
631,Frank Lowy,209,2001,1960,Westfield Group,founder,real estate,new,70,male,Australia,AUS,379000000000.0,North America,self-made finance,2.2,Financial,True,Real Estate,not inherited,True,True
632,H Wayne Huizenga,209,2001,1968,Waste Management,founder,waste management,new,63,male,United States,USA,10600000000000.0,North America,self-made finance,2.2,Financial,True,0,not inherited,True,True
633,James Kim,209,2001,1969,Amkor,founder,semiconductors,new,65,male,United States,USA,10600000000000.0,North America,founder non-finance,2.2,New Sectors,True,Technology-Computer,not inherited,True,True
634,Jean-Claude Decaux,209,2001,1964,JCDecaux,founder,communication,new,63,male,France,FRA,1380000000000.0,Europe,founder non-finance,2.2,Non-Traded Sectors,True,Media,not inherited,True,True
635,Maersk McKinney Moller,209,2001,1905,Maersk Group,relation,service,new,87,male,Denmark,DNK,165000000000.0,Europe,inherited,2.2,Financial,True,Diversified financial,father,True,True
636,Martha Ingram,209,2001,1946,Ingram Industries,relation,transportation,new,65,female,United States,USA,10600000000000.0,North America,inherited,2.2,Non-Traded Sectors,True,"Retail, Restaurant",spouse/widow,True,True
637,Nancy Walton Laurie,209,2001,1962,Walmart,relation,retail, new,49,female,United States,USA,10600000000000.0,North America,inherited,2.2,Non-Traded Sectors,True,"Retail, Restaurant",father,True,True
638,Shiv Nadar,209,2001,1976,HCL,founder,software,new,55,male,India,IND,494000000000.0,South Asia,founder non-finance,2.2,New Sectors,True,Technology-Computer,not inherited,True,True
639,Tadahiro Yoshida,209,2001,1934,YKK,relation,zippers,new,54,male,Japan,JPN,4160000000000.0,East Asia,inherited,2.2,Traded Sectors,True,Consumer,father,True,True
640,Thomas Siebel,209,2001,1993,Siebel Systems,founder,software,new,48,male,United States,USA,10600000000000.0,North America,founder non-finance,2.2,New Sectors,True,Technology-Computer,not inherited,True,True
641,Preston Tisch,210,1996,1946,Loews Corporation,founder,retail,new,69,male,United States,USA,8100000000000.0,North America,founder non-finance,2.0,Traded Sectors,True,Consumer,not inherited,True,True
642,Shoji Uehara,211,1996,1912,Taisho Pharmaceutical,relation,medicals,new,0,male,Japan,JPN,4710000000000.0,East Asia,inherited,1.9,New Sectors,True,Technology-Medical,father,True,True
643,Chaijudh Karnasuta,212,1996,1958,Italian-Thai development,founder,construction,new,0,male,Thailand,THA,182000000000.0,East Asia,privatized and resources,1.9,Non-Traded Sectors,True,Constrution,not inherited,True,True
644,Eva Gonda Rivera,212,2014,1890,FEMSA,relation,beverages,new,0,female,Mexico,MEX,0.0,Latin America,inherited,6.4,Traded Sectors,True,Consumer,spouse/widow,True,True
